Country,City,Location_Type,Latitude,Longitude,AQI,PM2_5,NO2,SO2,O3,CO,PM10,Temperature,Humidity,Wind_Speed,Wind_Direction,Dist_Road,Dist_Industry,Dist_Farm,Dist_Dump,Timestamp,Season,Hour,DayOfWeek,Month,Pollution_Source
Nigeria,Jos,Sector_3,9.90597,8.90781,5.0,125.44,1.05,0.19,91.8,303.9,535.74,36.7,10,3.8,NE,391.53,5000.0,5000.0,5000.0,2024-05-04 20:53:00,spring,20,5,5,Agricultural
Indonesia,Bontang,Sector_4,0.11895,117.48244,1.0,11.385,7.776,1.43,24.93,724.7520000000001,14.364,44.0,64,1.8,W,167.69,827.46,1319.85,5000.0,2024-07-21 15:57:00,summer,15,6,7,Burning
Russia,Irkutsk,Sector_2,52.28643,104.29756,2.0,95.19913379655586,0.26,0.17,104.09,299.28668183072386,161.2642807959586,-2.7,81,2.7,E,60.04,5000.0,2890.0,5000.0,2024-05-19 18:24:00,summer,18,6,5,Burning
China,Changzhou,Sector_4,31.7949,119.93147,5.0,58.6711076762829,58.4825,29.99267062143984,0.0,3000.0,351.44,21.0,30,4.2,SW,157.77,1646.0,5000.0,1364.38,2024-06-25 17:24:00,summer,17,1,6,Industrial
Indonesia,Serang,Sector_1,-6.11429,106.12925,1.0,68.22956544343621,0.14,0.11,26.65,306.14169668048214,294.90538661582667,26.6,89,2.82,NW,357.1,5000.0,1099.0,5000.0,2025-12-17 21:23:26,spring,21,2,12,Agricultural
USA,Miami,Sector_2,25.74126,-80.16974,2.0,74.62554126482684,55.30338430742657,29.99267062143984,53.4,61.69,4.15,36.1,94,7.3,S,76.73,527.0,5000.0,5000.0,2024-08-15 10:44:00,monsoon,10,3,8,Industrial
Russia,Tula,City Center,54.1930321,37.61754,2.0,42.68193431681549,2.604,0.69,97.93,275.45883773828393,262.2726368611668,3.7,87,3.4,NE,198.49,309.65,2757.0,589.95,2024-04-24 10:12:00,spring,10,2,4,Agricultural
Russia,Tomsk,City Center,58.6124279,82.0475315,1.0,0.5,0.3,0.26,44.08,80.34,0.61,-14.3,100,4.7,SE,5000.0,5000.0,5000.0,5000.0,2024-09-22 13:23:00,monsoon,13,6,9,Natural
Russia,Rostov-on-Don,Sector_1,47.21275,39.75936,2.0,10.12,10.72,2.1,34.22,242.52,12.04,-0.13,89,1.76,W,729.29,1208.01,5000.0,2364.36,2025-12-17 21:34:40,winter,21,2,12,Natural
Germany,Kassel,Sector_4,51.28719,9.45658,3.0,60.81,38.256,3.68,11.54,727.84,71.25999999999999,13.4,80,3.3,NE,370.45,801.87,926.75,250.38,2024-03-08 14:20:00,spring,14,4,3,Industrial
India,Amritsar,Sector_3,31.61947,74.86432,5.0,367.86,18.49,3.27,123.16,3000.0,560.74,32.1,10,2.1,SW,2.96,1198.95,5000.0,1204.18,2024-07-19 10:15:00,summer,10,4,7,Burning
Brazil,Campo Grande,Sector_4,-20.49499,-54.58823,2.0,33.78,0.72,0.15,98.37,291.34,39.64,42.2,36,2.3,W,144.82,681.25,5000.0,5000.0,2024-06-01 13:38:00,summer,13,5,6,Natural
Russia,Astrakhan,Sector_2,46.3909,48.05395,2.0,3.83,0.67,0.29,72.26,133.9,11.67,1.0,55,4.0,NW,1472.26,5000.0,5000.0,5000.0,2025-12-17 20:07:04,winter,20,2,12,Natural
Pakistan,Chishtian,City Center,29.7945611,72.857779,5.0,423.8,3.03,5.31,231.84,1273.44,600.0,34.0,10,3.0,SW,57.55,5000.0,5000.0,5000.0,2024-07-12 17:07:00,summer,17,4,7,Vehicular
Germany,Ludwigshafen,Sector_4,49.46581,8.47005,2.0,94.63365153063606,33.09015783356685,25.03538373787792,39.75,364.3,19.17,5.15,92,1.03,W,434.74,1916.0,5000.0,72.39,2025-12-17 20:14:34,winter,20,2,12,Industrial
Russia,Kirov,Sector_2,58.62854,49.65277,1.0,4.6,11.11,0.95,29.8,182.7,4.66,-15.47,100,1.42,NW,964.38,0.0,5000.0,1148.41,2025-12-17 20:25:15,winter,20,2,12,Natural
China,Chongqing,City Center,30.05518,107.8748712,5.0,81.3,22.3,23.18,13.95,817.93,99.93,18.2,100,1.3,SE,1095.6,5000.0,5000.0,5000.0,2024-07-25 17:56:00,monsoon,17,3,7,Vehicular
Pakistan,Jhang,Sector_1,31.26774,72.29648,5.0,124.48,20.58,3.24,48.5,802.17,277.54,29.5,57,3.7,SE,335.32,5000.0,5000.0,5000.0,2024-08-04 18:31:00,monsoon,18,6,8,Vehicular
USA,Jacksonville,Sector_1,30.30742,-81.67954,1.0,3.72,6.88,0.24,33.62,186.44,6.71,14.01,95,2.06,W,368.15,5000.0,5000.0,5000.0,2025-12-17 21:31:45,winter,21,2,12,Natural
India,Vadodara,Sector_1,22.31391,73.20132,5.0,137.45,14.03,21.37,137.6,579.46,151.2,20.99,64,2.06,N,30.73,5000.0,5000.0,5000.0,2025-12-17 21:10:00,winter,21,2,12,Vehicular
India,Patna,Sector_3,25.60193,85.08145,5.0,255.52,18.06,6.69,98.84,1234.5,308.82,31.5,80,3.3,N,0.43,5000.0,5000.0,5000.0,2024-03-12 11:47:00,spring,11,1,3,Vehicular
China,Wuhan,Sector_2,30.57246,114.30121,5.0,500.0,58.4825,29.93,0.0,3000.0,600.0,18.7,32,3.7,W,394.86,1347.19,5000.0,5000.0,2024-06-04 13:31:00,summer,13,1,6,Industrial
India,Raipur,Sector_2,21.2219,81.65551,5.0,349.5,28.46,29.93,158.3,1099.06,310.67,31.6,36,2.7,SW,295.89,5000.0,5000.0,5000.0,2024-07-25 17:45:00,summer,17,3,7,Vehicular
Russia,Bryansk,Sector_1,53.25599,34.40062,1.0,3.13,2.0,0.76,31.9,113.33,3.62,11.4,100,3.6,SE,523.54,417.13,5000.0,1467.59,2024-07-05 12:39:00,monsoon,12,4,7,Natural
Pakistan,Gujrat,City Center,32.5627852,74.064535,5.0,397.94,58.4825,5.05,61.38,3000.0,600.0,32.8,10,3.3,SW,27.51,5000.0,5000.0,5000.0,2024-08-06 19:47:00,summer,19,1,8,Vehicular
Pakistan,Lahore,Sector_2,31.57858,74.26669,5.0,499.19,28.73,4.14,95.16,2462.23,600.0,29.7,53,2.4,W,119.82,5000.0,5000.0,5000.0,2024-08-05 15:14:00,summer,15,0,8,Vehicular
Indonesia,Banda Aceh,Sector_3,5.57381,95.35813,1.0,6.209999999999999,0.3,0.09,65.89,370.944,6.369999999999999,35.1,72,4.0,NE,219.55,891.06,269.43,5000.0,2024-03-27 20:18:00,spring,20,2,3,Natural
China,Wuhan,Sector_1,30.62402,114.27692,5.0,348.64186061005785,31.91714376779403,20.6,0.0,1748.4599649307106,600.0,20.0,63,2.8,N,69.98,5000.0,5000.0,2170.0,2024-05-20 08:53:00,spring,8,0,5,Burning
Indonesia,Surakarta,City Center,-7.5692489,110.828448,1.0,70.27650104584785,0.11,0.21,74.4,308.7795990604252,161.26227871385888,42.7,60,4.3,W,107.96,473.35,1079.0,635.55,2024-08-30 12:36:00,summer,12,4,8,Agricultural
Indonesia,Depok,Sector_3,-6.43736,106.82177,1.0,1.42,0.26,0.12,35.4,88.67,3.61,24.44,84,2.19,NW,39.34,5000.0,5000.0,5000.0,2025-12-17 21:04:30,winter,21,2,12,Natural
Brazil,São Luís,Sector_1,-2.52357,-44.33005,1.0,97.3471092802598,0.72,0.25,28.35,225.7926630409341,110.4996702859651,30.26,62,6.17,NW,761.68,5000.0,2697.0,5000.0,2025-12-17 20:54:23,spring,20,2,12,Burning
Russia,Irkutsk,Sector_1,52.3218,104.32716,2.0,0.62,0.22,0.19,121.04,191.45,0.71,-3.1,94,3.3,N,799.3,476.26,5000.0,5000.0,2024-05-22 19:05:00,spring,19,2,5,Natural
Brazil,Manaus,Sector_1,-3.11607,-59.99528,1.0,0.5,0.11,0.09,3.67,39.52,0.61,39.0,100,8.5,SE,154.31,5000.0,5000.0,5000.0,2024-07-24 09:16:00,monsoon,9,2,7,Natural
China,Wuxi,Sector_1,31.57807,120.33763,5.0,102.69,58.4825,21.49,0.0,735.77,171.36,14.1,96,5.4,SE,9.28,5000.0,5000.0,5000.0,2024-08-10 10:17:00,monsoon,10,5,8,Vehicular
USA,Columbus,Sector_4,39.97501,-83.0223,2.0,102.17521864090192,56.82150122265933,29.99267062143984,68.64,169.69,9.99,5.05,59,5.14,N,36.58,1289.0,5000.0,1207.73,2025-12-17 21:39:57,winter,21,2,12,Industrial
China,Shenyang,City Center,41.8026095,123.4279105,5.0,186.94,58.4825,29.93,0.0,3000.0,221.5,-9.97,73,1.0,NW,136.99,5000.0,5000.0,5000.0,2025-12-17 21:46:53,winter,21,2,12,Vehicular
China,Xiamen,Sector_4,24.45824,118.08093,3.0,47.55,6.97,8.77,99.62,389.28,59.57,27.2,57,6.0,NE,16.24,5000.0,5000.0,5000.0,2024-05-10 13:45:00,spring,13,4,5,Agricultural
USA,Fort Worth,City Center,32.753177,-97.3327459,1.0,84.89488372755568,2.7,0.09,30.61,388.6340725798349,237.0224628275772,19.9,100,2.5,SE,27.56,5000.0,1373.0,5000.0,2024-07-07 09:29:00,summer,9,6,7,Burning
India,Navi Mumbai,Sector_2,19.03175,73.00793,5.0,246.55821559336488,28.767207901865312,23.52,133.51,1762.0595258783603,109.14,41.4,73,3.9,SE,35.61,5000.0,5000.0,2572.0,2024-08-29 18:07:00,monsoon,18,3,8,Vehicular
Brazil,Recife,Sector_4,-8.04,-34.88017,2.0,171.57080393312256,26.80807305457385,0.19,96.3,1729.2344923599676,7.46,37.6,35,6.9,NE,12.97,90.45,5000.0,2725.0,2024-04-06 12:14:00,spring,12,5,4,Burning
USA,Virginia Beach,Sector_4,36.8183,-75.98697,2.0,62.32165222011832,5.13,2.22,63.5,222.76192333777777,263.97868793103413,7.68,47,3.6,N,180.66,5000.0,2483.0,5000.0,2025-12-17 20:43:22,spring,20,2,12,Agricultural
Indonesia,Probolinggo,Sector_3,-7.73509,113.25717,1.0,72.62815743802295,0.45,0.25,49.13,248.8624676772688,234.26240507715443,26.15,82,1.41,NW,5000.0,5000.0,541.0,5000.0,2025-12-17 20:57:19,spring,20,2,12,Agricultural
Nigeria,Damaturu,City Center,11.747,11.9608,5.0,123.93,1.14,0.36,72.38,160.2,483.6,29.92,14,3.41,NW,20.23,5000.0,5000.0,5000.0,2025-12-17 20:27:49,winter,20,2,12,Natural
Indonesia,Malang,Sector_4,-7.98439,112.59692,1.0,5.535,0.11,0.12,76.06,112.8,22.428,36.9,98,0.7,E,274.73,62.77,268.25,1394.33,2024-03-13 15:54:00,spring,15,2,3,Natural
Indonesia,Bengkulu,Sector_2,-3.98002,101.8464,1.0,66.37704463194711,0.11,0.1,70.48,345.8084577509316,168.48483208543684,42.8,52,8.2,SW,5000.0,5000.0,1609.0,5000.0,2024-08-23 15:36:00,spring,15,4,8,Agricultural
Pakistan,Shikarpur,City Center,27.9579085,68.6467484,5.0,307.08013400766026,11.800268398310608,6.12,73.66,1675.424746265012,132.67,29.4,26,3.9,S,164.06,5000.0,5000.0,730.0,2024-08-21 14:12:00,monsoon,14,2,8,Vehicular
Germany,Krefeld,City Center,51.3331205,6.5623343,2.0,10.09,16.66,0.91,24.21,241.5,12.64,8.8,83,4.12,NW,136.99,178.01,5000.0,314.81,2025-12-17 20:13:49,winter,20,2,12,Natural
Russia,Yekaterinburg,Sector_4,56.88121,60.5876,1.0,332.01993037552745,24.588278057332737,1.43,32.66,1919.8181672252656,0.91,-12.2,100,5.0,SE,868.41,0.0,5000.0,1724.0,2024-08-17 13:48:00,monsoon,13,5,8,Vehicular
Russia,Orenburg,Sector_3,51.76693,55.07727,2.0,99.24362780139064,37.968222513368914,29.99267062143984,48.65,80.27,4.37,4.7,100,4.5,SE,415.97,2385.0,5000.0,345.63,2024-07-15 18:02:00,monsoon,18,0,7,Industrial
Indonesia,Semarang,Sector_2,-7.00331,110.39613,1.0,6.52,3.67,1.41,41.69,196.8,15.11,26.94,89,0.265,NW,57.25,170.99,5000.0,193.37,2025-12-17 20:49:14,winter,20,2,12,Natural
Pakistan,Sahiwal,Sector_3,30.67145,73.12217,5.0,129.03449975599344,56.05484528802911,29.99267062143984,211.05,2923.54,600.0,35.9,10,3.4,SW,226.59,270.0,5000.0,5000.0,2024-08-28 11:18:00,summer,11,2,8,Industrial
Bangladesh,Chittagong,Sector_2,22.34515,91.86389,4.0,27.31,0.49,2.83,81.64,119.25,35.28,26.1,100,3.1,S,1207.41,1710.35,1409.56,5000.0,2024-07-29 08:19:00,monsoon,8,0,7,Natural
Indonesia,Mataram,City Center,-8.5837726,116.10685,1.0,7.965,0.672,0.34,74.89,229.152,28.882,38.2,74,1.1,SW,42.96,339.03,650.23,5000.0,2024-06-13 12:05:00,summer,12,3,6,Natural
Brazil,Duque de Caxias,City Center,-22.7896225,-43.309929,1.0,1.47,0.11,0.2,25.17,35.54,6.58,31.7,100,6.0,SE,25.15,660.56,5000.0,5000.0,2024-09-10 15:18:00,monsoon,15,1,9,Natural
USA,Houston,Sector_4,29.73315,-95.38367,2.0,89.05159870824085,33.013195855263895,29.99267062143984,67.09,51.32,1.22,18.2,100,4.8,SE,9.75,2114.0,5000.0,5000.0,2024-07-07 10:10:00,monsoon,10,6,7,Industrial
Brazil,Osasco,Sector_4,-23.50943,-46.77324,1.0,1.4,0.11,0.12,28.29,34.9469,9.24,29.2,100,6.7,E,40.48,318.02,5000.0,5000.0,2024-09-24 11:17:00,monsoon,11,1,9,Natural
Germany,Kiel,Sector_4,54.30466,10.17795,3.0,52.72245064372686,58.4825,16.983985305935814,8.23,319.37,34.61,7.84,87,2.57,NW,110.85,1288.0,1412.83,1398.95,2025-12-17 20:16:40,winter,20,2,12,Industrial
Germany,Kiel,Sector_3,54.34926,10.18858,3.0,91.004323965061,24.27,2.56,6.09,213.68680756893025,270.92664425841747,13.3,100,4.2,SE,9.37,251.77,2048.0,412.36,2024-08-07 13:27:00,summer,13,2,8,Burning
Pakistan,Bahawalpur,Sector_4,29.39651,71.63844,5.0,500.0,3.2,4.47,194.92,2391.61,600.0,39.9,10,4.4,W,199.99,324.95,5000.0,5000.0,2024-06-04 15:02:00,summer,15,1,6,Vehicular
Germany,Munich,Sector_3,48.14856,11.60626,1.0,2.0,13.33,0.59,40.16,135.13,3.28,15.2,100,1.7,SE,36.61,552.39,5000.0,117.95,2024-08-26 20:10:00,monsoon,20,0,8,Natural
Brazil,Florianópolis,Sector_3,-27.5656,-48.53651,1.0,97.39235442325575,0.35,0.6,29.62,322.16700691394936,264.1630304766152,31.0,85,7.6,SE,764.73,5000.0,1006.0,5000.0,2024-08-20 12:36:00,summer,12,1,8,Burning
Brazil,Ananindeua,City Center,-1.374035,-48.4016623,1.0,1.18,0.29,0.24,15.74,55.15,2.47,39.3,100,6.1,SE,276.14,79.63,5000.0,5000.0,2024-08-27 12:44:00,monsoon,12,1,8,Natural
Nigeria,Awka,Sector_1,6.21102,7.09075,2.0,85.43596033410071,1.01,0.68,25.51,334.9758150724884,262.71614759892225,45.2,37,3.7,SE,263.51,5000.0,628.0,5000.0,2024-09-16 19:42:00,summer,19,0,9,Burning
Brazil,Caxias do Sul,Sector_4,-29.20292,-51.19945,1.0,4.33,0.41,0.98,90.12,63.28,7.84,32.2,50,2.1,NE,284.85,453.24,5000.0,370.15,2024-04-22 19:17:00,spring,19,0,4,Natural
Russia,Chelyabinsk,Sector_1,55.13266,61.37161,1.0,0.73,11.91,7.02,32.68,137.21,1.39,-6.1,100,3.7,SE,96.75,190.83,5000.0,100.26,2024-09-29 12:29:00,monsoon,12,6,9,Industrial
Nigeria,Iwo,Sector_4,7.67231,4.19002,2.0,26.15,4.38,2.8,119.56,657.56,40.95,45.1,10,2.8,W,22.91,5000.0,5000.0,5000.0,2024-07-05 13:22:00,summer,13,4,7,Vehicular
Pakistan,Sialkot,Sector_4,32.50402,74.58482,5.0,275.62,41.44,3.46,40.5,2883.66,520.28,23.3,70,1.3,E,363.12,5000.0,5000.0,5000.0,2024-03-02 11:33:00,spring,11,5,3,Vehicular
Bangladesh,Satkhira,Sector_1,22.71872,89.10213,5.0,169.14950191429875,16.530079342571668,29.84,137.12,2418.3283205078696,272.95,19.29,52,2.97,W,464.9,1080.87,425.64,1045.0,2025-12-17 21:48:33,winter,21,2,12,Industrial
Russia,Ulan-Ude,Sector_2,51.81335,107.64405,1.0,66.45357672311994,58.4825,29.99267062143984,56.01,256.1,7.78,-9.0,81,2.9,NE,201.15,947.0,5000.0,5000.0,2024-03-23 19:53:00,spring,19,5,3,Industrial
Russia,Arkhangelsk,Sector_3,64.58052,40.48538,1.0,2.82,3.78,0.09,45.85,419.8560000000001,2.436,10.0,65,2.5,SW,2138.23,793.23,2779.74,1713.62,2024-07-08 19:45:00,summer,19,0,7,Natural
USA,Milwaukee,City Center,43.0386475,-87.9090751,2.0,53.23497900935165,44.28099999871911,23.368416000568565,78.2,181.33,4.26,7.7,60,4.5,NE,1.47,812.0,5000.0,1380.03,2024-03-20 10:51:00,spring,10,2,3,Industrial
Nigeria,Iwo,Sector_4,7.67231,4.19002,2.0,142.22582018705026,15.58453645022365,2.48,91.75,1740.701729833453,39.6,41.8,10,1.7,NE,22.91,5000.0,5000.0,477.0,2024-05-14 18:36:00,spring,18,1,5,Burning
Germany,Saarbrücken,Sector_1,49.23539,7.04087,2.0,12.8,10.32,0.55,44.35,254.92,14.21,6.6,84,1.54,NW,332.88,1385.62,2956.5,268.89,2025-12-17 20:46:29,winter,20,2,12,Natural
Bangladesh,Noakhali,Sector_3,22.22924,91.19486,5.0,79.8,0.81,4.81,133.69,314.79,86.03,23.36,64,5.32,NW,5000.0,5000.0,5000.0,5000.0,2025-12-17 20:21:47,winter,20,2,12,Natural
China,Beijing,City Center,40.190632,116.412144,5.0,349.8,58.4825,29.93,0.0,3000.0,426.73,6.1,85,2.7,NE,1407.9,5000.0,5000.0,5000.0,2024-05-21 17:33:00,spring,17,1,5,Vehicular
USA,Detroit,Sector_3,42.33369,-83.01711,2.0,10.44,7.56,1.33,53.97,206.17,11.58,3.95,82,5.14,W,901.5,404.86,5000.0,1473.98,2025-12-17 21:42:25,winter,21,2,12,Natural
Nigeria,Awka,Sector_2,6.20311,7.06924,2.0,14.82,1.29,0.94,39.99,244.24,31.49,34.51,29,2.0,W,190.7,5000.0,5000.0,5000.0,2025-12-17 20:54:56,winter,20,2,12,Natural
Indonesia,Probolinggo,Sector_3,-7.73509,113.25717,1.0,5.36,0.49,0.23,102.0,105.9,21.89,34.3,59,2.0,SW,5000.0,5000.0,5000.0,5000.0,2024-06-11 13:26:00,summer,13,1,6,Natural
Russia,Kazan,City Center,55.7946485,49.1115022,1.0,54.12857531891349,10.7,2.11,35.56,375.112564976,196.1986000089236,2.5,92,1.9,NE,87.55,486.95,1340.0,307.72,2024-04-26 14:07:00,spring,14,4,4,Agricultural
Brazil,Santo André,Sector_1,-23.65205,-46.55184,1.0,7.68,0.11,0.19,62.3,150.112,34.733999999999995,31.2,56,8.2,SW,20.12,654.58,1713.29,839.53,2024-08-13 10:29:00,summer,10,1,8,Natural
Pakistan,Hyderabad,Sector_3,25.3944,68.40366,5.0,211.73,6.02,3.77,88.11,678.23,318.4,21.76,16,2.52,NW,98.32,5000.0,5000.0,5000.0,2025-12-17 21:30:24,winter,21,2,12,Vehicular
China,Fuzhou,Sector_1,26.11976,119.27978,5.0,40.57468473142439,40.67,29.93,42.34,346.8881983426392,101.66008727747696,12.4,75,1.19,NW,658.47,5000.0,1140.0,5000.0,2025-12-17 21:38:36,spring,21,2,12,Vehicular
Russia,Tyumen,Sector_4,57.18166,65.53805,1.0,3.37,9.66,1.86,52.62,327.6,4.32,0.3,62,4.4,SW,1232.55,1262.15,5000.0,2496.71,2024-07-02 18:11:00,summer,18,1,7,Natural
Russia,Chelyabinsk,Sector_1,55.13266,61.37161,1.0,77.75769128368404,12.35,9.27,66.17,269.8534562293215,116.04354943358577,1.5,66,2.0,NE,96.75,190.83,2332.0,100.26,2024-03-21 18:56:00,spring,18,3,3,Industrial
Nigeria,Suleja,Sector_4,9.23492,7.1806,5.0,30.88,0.65,0.45,48.7,171.33,128.38,41.9,43,3.1,SE,1978.1,5000.0,5000.0,5000.0,2024-09-21 15:54:00,monsoon,15,5,9,Natural
Pakistan,Burewala,Sector_1,30.12084,72.68393,5.0,148.46683931257337,58.4825,29.99267062143984,167.54,1255.46,600.0,29.9,13,2.8,NE,264.7,1139.0,5000.0,5000.0,2024-04-16 09:10:00,spring,9,1,4,Industrial
Brazil,João Pessoa,City Center,-7.1215981,-34.882028,2.0,9.21,1.15,0.58,123.6,193.15,10.95,43.5,45,7.0,SW,49.38,470.26,5000.0,1382.27,2024-08-20 08:56:00,summer,8,1,8,Natural
Russia,Kazan,Sector_4,55.80313,49.16846,1.0,11.04,13.85,1.42,37.3,303.57,12.22,12.9,86,2.3,SW,1394.36,1194.52,5000.0,267.03,2024-07-24 08:24:00,summer,8,2,7,Natural
Germany,Duisburg,Sector_4,51.4309,6.77415,1.0,2.61,8.21,0.55,22.95,99.12,4.86,16.9,100,6.0,SE,66.57,614.37,5000.0,667.23,2024-09-10 09:58:00,monsoon,9,1,9,Natural
Bangladesh,Gazipur,Sector_2,24.00106,90.40229,5.0,165.11,10.8,2.43,123.89,769.72,185.66,32.3,52,3.2,SW,989.77,5000.0,5000.0,5000.0,2024-07-04 08:22:00,summer,8,3,7,Vehicular
Brazil,Florianópolis,Sector_3,-27.5656,-48.53651,1.0,0.59,0.35,0.6,29.62,37.28,3.01,31.0,85,7.6,SE,764.73,5000.0,5000.0,5000.0,2024-08-20 12:36:00,monsoon,12,1,8,Natural
Indonesia,Tegal,Sector_4,-6.87423,109.09439,1.0,126.4573233822688,56.49432610468496,29.99267062143984,50.64,109.81,8.42,34.7,76,4.4,N,408.54,2184.0,5000.0,5000.0,2024-03-09 09:47:00,spring,9,5,3,Industrial
India,Navi Mumbai,Sector_2,19.03175,73.00793,5.0,260.45,2.52,19.2,265.655,1046.42,282.06,35.1,29,4.2,NE,35.61,5000.0,5000.0,5000.0,2024-03-30 13:47:00,spring,13,5,3,Vehicular
China,Changzhou,City Center,31.8122623,119.9691539,5.0,287.01,58.4825,16.25,0.0,2235.67,423.86,20.4,46,3.1,SW,58.73,5000.0,5000.0,5000.0,2024-07-07 17:30:00,summer,17,6,7,Vehicular
Pakistan,Bahawalnagar,Sector_3,29.95803,73.24513,5.0,320.5312299694906,11.895083888220457,2.46,222.77,1682.4613210767984,600.0,25.0,19,2.7,E,355.12,5000.0,5000.0,2598.0,2024-05-29 15:56:00,spring,15,2,5,Burning
China,Jinan,Sector_2,36.66923,117.06907,5.0,335.42,58.4825,29.93,0.0,2732.33,396.4,4.29,51,2.25,N,59.94,750.57,5000.0,1040.64,2025-12-17 21:30:45,winter,21,2,12,Industrial
Russia,Kemerovo,Sector_3,55.36746,86.08699,1.0,0.63,1.98,0.54,79.48,205.75,0.63,-12.6,68,5.4,NE,357.94,1049.62,5000.0,2406.34,2024-04-27 12:58:00,spring,12,5,4,Natural
Germany,Kassel,Sector_1,51.33043,9.5398,3.0,76.485,58.4825,3.14,11.18,1189.184,79.40799999999999,17.9,77,3.9,N,478.15,478.82,663.03,111.25,2024-07-20 11:34:00,summer,11,5,7,Industrial
Russia,Novokuznetsk,Sector_3,53.72833,87.08777,2.0,0.5,3.91,4.56,60.59,148.64,0.61,-14.23,88,5.17,N,262.27,5000.0,5000.0,5000.0,2025-12-17 21:10:54,winter,21,2,12,Natural
Russia,Volgograd,City Center,48.7081906,44.5153353,1.0,4.96,9.6,3.68,42.14,166.73,6.93,0.66,100,5.0,NW,85.92,818.9,5000.0,354.32,2025-12-17 20:14:56,winter,20,2,12,Natural
Brazil,Serra,Sector_1,-20.14424,-40.34843,1.0,144.5319534450241,42.18845666147293,29.99267062143984,76.99,260.45,11.26,40.4,32,6.7,NE,250.98,2133.0,5000.0,5000.0,2024-03-23 20:15:00,spring,20,5,3,Industrial
Russia,Penza,Sector_3,53.22615,45.02216,2.0,10.36,9.95,2.02,29.28,214.99,10.6,0.76,99,1.9,NW,437.35,0.0,5000.0,268.73,2025-12-17 21:11:16,winter,21,2,12,Natural
Germany,Leipzig,Sector_3,51.35784,12.37202,3.0,9.01,14.78,1.59,14.82,177.29,17.31,16.2,100,7.6,SE,378.61,396.35,5000.0,155.2,2024-09-29 17:56:00,monsoon,17,6,9,Natural
Germany,Braunschweig,Sector_3,52.24856,10.52257,3.0,165.84501918981474,37.17558828065394,0.99,14.38,1102.1826563058266,16.62,8.0,100,5.9,SE,285.05,408.24,5000.0,1106.0,2024-08-16 10:01:00,monsoon,10,4,8,Industrial
Nigeria,Gusau,Sector_3,12.18356,6.65392,5.0,168.79,0.79,0.37,99.48,282.13,527.5,38.7,10,5.6,N,454.56,5000.0,5000.0,5000.0,2024-03-24 17:45:00,spring,17,6,3,Agricultural
Brazil,Brasília,City Center,-10.3333333,-53.2,1.0,0.5,0.11,0.09,6.96,81.82,0.61,42.3,77,3.6,SE,5000.0,5000.0,5000.0,5000.0,2024-07-28 14:01:00,monsoon,14,6,7,Natural
Russia,Cheboksary,Sector_3,56.1308,47.2862,1.0,8.96,14.84,1.0,26.96,320.17,9.39,12.0,81,2.2,SW,110.31,311.56,5000.0,1324.63,2024-07-22 12:48:00,summer,12,0,7,Natural
Germany,Düsseldorf,Sector_3,51.21657,6.78911,1.0,3.39,11.29,0.75,16.08,91.76,5.1,14.9,100,6.1,SE,28.99,362.67,5000.0,198.8,2024-08-23 17:05:00,monsoon,17,4,8,Natural
China,Harbin,City Center,45.7593633,126.6276177,5.0,45.85,58.4825,23.13,0.02,590.72,76.5,-10.2,100,3.2,SE,61.33,453.91,1011.96,2450.3,2024-07-24 09:08:00,monsoon,9,2,7,Industrial
Pakistan,Sadiqabad,Sector_2,28.3161,70.09981,5.0,56.817945983102575,3.97,9.45,62.43,331.42756266030665,195.51729834750773,27.7,50,4.9,SE,55.22,5000.0,2015.0,5000.0,2024-08-13 10:59:00,spring,10,1,8,Agricultural
Germany,Berlin,Sector_1,52.50543,13.3629,3.0,40.61,20.93,1.67,41.08,337.51,52.32,8.6,86,3.8,N,1.7,526.47,5000.0,352.3,2024-03-28 15:09:00,spring,15,3,3,Vehicular
USA,Seattle,City Center,47.6038321,-122.330062,2.0,60.5938420410321,0.924,0.24,132.25,273.1175216653955,181.50482575117348,11.4,68,8.6,N,66.64,94.28,2569.0,469.84,2024-03-17 15:01:00,summer,15,6,3,Agricultural
Bangladesh,Bogra,Sector_1,24.85821,89.38468,5.0,72.13,16.27,5.52,30.93,518.58,127.0,24.3,90,4.2,SE,492.09,1427.4,185.86,5000.0,2024-08-21 11:59:00,monsoon,11,2,8,Industrial
India,Indore,Sector_2,22.70337,75.8486,5.0,174.41,12.8,8.14,144.6,637.47,173.88,34.8,37,3.1,SW,251.88,813.04,5000.0,5000.0,2024-08-20 12:32:00,summer,12,1,8,Industrial
Indonesia,Medan,Sector_1,3.56116,98.68229,1.0,196.9316537315116,17.91645380530823,0.26,3.99,1293.9278130056855,10.43,25.0,94,2.06,NW,504.04,5000.0,5000.0,2800.0,2025-12-17 21:20:24,winter,21,2,12,Burning
Brazil,Natal,Sector_4,-5.82094,-35.22932,2.0,91.03590882382608,0.63,0.49,74.99,385.4649163773581,189.05133551382875,30.0,58,7.72,NW,35.05,604.05,2659.0,5000.0,2025-12-17 21:59:34,summer,21,2,12,Burning
Bangladesh,Narsingdi,Sector_4,23.93655,90.69399,5.0,116.7,8.34,2.27,102.84,692.29,127.12,30.4,63,4.0,E,703.57,5000.0,5000.0,5000.0,2024-05-26 17:31:00,spring,17,6,5,Vehicular
