Temperature,Humidity,PM2.5,PM10,NO2,SO2,CO,Proximity_to_Industrial_Areas,Population_Density,roads,dump_sites,agricultural_fields,Air Quality
19.5,49.8,21.5,25.5,23.9,6.5,1.07,12,503,21,4,4,Good
27.6,67,1.5,18.1,28.8,10.5,1.38,5.8,406,47,4,4,Moderate
28.5,81.2,4,16.4,22.1,11.3,1.52,5.7,391,22,2,10,Moderate
41.6,86.7,0.3,13.9,31.3,17.5,1.96,3.7,773,46,2,6,Poor
26.5,59.3,6.2,10.5,12.4,3.6,0.83,10.1,386,27,1,0,Good
24.4,63.5,3,6.7,17.4,5,0.96,15.5,223,30,1,6,Good
33.4,44.1,13.2,16.1,16.5,11.6,1.28,6,643,40,1,2,Moderate
35.3,55.2,3.9,8.9,34.3,7.4,1.72,5.7,606,42,5,4,Moderate
26.8,66.2,4.6,10.8,18,3.5,0.96,12.9,422,28,0,10,Good
31.6,68.2,3.4,14.1,20.2,8.8,1.56,5.2,423,26,5,0,Moderate
34.5,60.1,18.8,26.3,27.4,15.4,1.65,5.1,616,29,1,1,Moderate
23.6,67.8,3.9,5.1,23.3,5,1.01,10.4,461,33,1,0,Good
41.1,103.3,40.8,53.1,38.5,12.6,1.61,7.4,602,38,0,4,Poor
27.3,45.7,3,8.6,10.5,7.1,0.96,10.8,426,30,1,0,Good
24.5,64.6,10.4,15.2,27.3,8,1.09,11.1,601,36,2,0,Good
20.7,68.5,3.1,5.5,9.2,9.8,0.87,10.3,333,46,2,5,Good
17.2,65.1,7.8,11.3,24.1,3.6,0.94,11.8,566,33,0,7,Good
36.1,81.4,44.9,50.8,33.5,15.6,1.42,5.3,660,33,3,2,Poor
40.8,98.7,100.8,114.1,48.7,8.7,2.09,4.4,395,14,3,7,Poor
34.7,74.8,6.6,19.6,26.4,12.7,1.6,8.5,304,3,3,6,Moderate
20,65.8,5.6,12.5,11.6,5.5,1.1,13.4,373,33,1,8,Good
23.6,60.4,57,61.1,14.3,6.8,1.06,14.4,345,29,1,1,Good
31.7,106.5,14.7,21.2,33,18,1.98,4.1,661,24,2,13,Poor
31.3,89.6,1.7,17,25.1,17.2,2.18,4.2,832,32,0,1,Poor
26.1,63.3,11.1,13.7,23.7,4.5,0.89,14.7,450,29,2,3,Good
33.1,77.3,20.9,31.9,42.9,11.7,2.11,4.1,672,41,2,8,Poor
31,55.7,3.8,5.4,17.5,2.9,1.16,11.8,332,30,1,6,Good
30.8,81,11.7,27,21.7,6,1.73,9.4,443,22,0,9,Moderate
31.4,58.6,4.2,10.7,22.2,20.4,1.81,6.6,632,39,3,4,Poor
34.7,75.4,4.1,14.9,30.3,9.3,1.12,5.6,563,27,2,1,Moderate
25.3,73.3,21.1,21,15.4,8.5,1.14,10.4,498,35,1,0,Good
28.6,54.9,8.3,14.9,24.1,5,0.96,10.7,521,25,1,13,Good
26.9,73.1,4.4,9.2,21.4,5.7,0.88,11.9,523,23,1,4,Good
33.7,81.3,3.8,16.9,26,8.5,1.31,8.7,676,30,0,5,Moderate
22.9,57.9,2.7,8.4,22.8,2.9,1.03,12.8,521,30,3,13,Good
33.5,76.3,1,25.2,17.4,19,2.47,3.4,666,34,3,4,Poor
32.7,71.4,82.8,91.2,34.2,24.8,2.28,5.1,599,27,2,6,Poor
35.3,86.1,14.4,37.9,27.8,17.2,1.91,5.5,568,11,2,1,Poor
37.3,91.6,28.9,30.2,34.7,8.9,2.11,3.9,754,25,1,0,Poor
22.3,45.3,7,8.3,27.1,8.2,0.87,11.1,316,37,6,13,Good
27.7,72.5,22.7,39.6,23.6,8.4,1.43,5.1,529,27,1,13,Moderate
49.4,100.9,173.9,186.8,34,19.1,3.21,2.6,820,27,3,10,Hazardous
37.9,83.9,0.6,4.9,32.1,12.8,1.78,5.6,292,39,1,9,Moderate
25.5,78,95.3,105.1,26,9.9,1.46,7.2,554,22,2,9,Moderate
27.1,70.1,29.2,32.2,16.8,7.1,1.08,10.4,289,14,1,3,Good
21.9,59.7,9.7,12,17.5,4,1.07,13.8,524,28,0,7,Good
23.7,39.2,6.9,13.2,21.8,3.8,0.94,11.8,576,25,2,3,Good
39,73.4,34.2,49.8,38.3,19.1,2.36,3.8,765,20,1,0,Hazardous
27,82.3,67.5,72.3,29.4,20.6,1.53,5.5,673,28,2,10,Moderate
26,88.4,14.3,31.1,35.1,16.7,2.26,3.9,745,34,1,8,Poor
20.8,61.9,3,9.6,14.8,8.5,1.06,11.3,491,29,3,0,Good
28.5,58.9,1.7,9,10.1,0,1,11,536,33,1,4,Good
22.7,67.6,3.7,12.5,20.9,1.1,1.08,11.7,403,48,2,10,Good
23.3,77.5,10.3,17.6,20,6.1,1.21,10.7,530,26,3,6,Good
24.6,62.1,29.9,32.6,15.3,4.3,0.82,10.3,248,32,6,0,Good
26.5,60.1,12.1,18.9,9.9,4.4,0.92,10.2,205,24,4,1,Good
34.9,85,0.9,7.9,24.2,17.6,1.38,5.4,438,21,2,13,Moderate
31.6,74.8,28.5,45.8,25.4,16.3,2.29,4.7,782,24,2,6,Poor
32.1,53.9,7.5,16.9,29.2,18.1,1.59,5.3,328,25,0,10,Moderate
30.1,54.1,18.3,29.2,25.5,4.3,1.62,6.1,532,33,2,13,Moderate
21,67.4,1.7,7,19.1,6.6,1.07,13.4,603,53,4,4,Good
32.5,71.2,9.2,39.4,38.5,21.3,1.55,4.6,500,22,1,7,Poor
26.7,54.1,27.6,31.9,20.8,11.6,0.97,11.1,213,25,2,0,Good
35.8,84.5,0.2,11.8,32.1,6.8,1.38,5.9,352,29,1,3,Moderate
25.5,49.5,16.6,20.5,24.3,2.8,0.94,10.4,227,33,3,8,Good
36.6,71,5,28.2,26.2,26.7,1.93,4.7,523,32,4,5,Poor
22.6,75.1,0.1,5.2,11.7,7.7,0.94,11.4,264,42,1,7,Good
26.7,54.8,5.8,11.3,15.8,4.5,1.25,11.8,565,5,1,9,Good
26.3,83.1,29.7,48,33,8.2,1.56,6,579,6,2,8,Moderate
23.8,61.3,3.1,4.7,25.4,7.9,1.06,12.5,238,25,3,7,Good
26.1,76.9,9.1,16.2,27.8,5.2,1.24,10.3,349,40,1,6,Good
22.2,59.8,6.1,10.2,27,8.2,0.9,13.3,408,14,3,3,Good
27.1,64.2,1.6,5.6,15.3,4.7,0.8,11.5,581,0,5,2,Good
28.3,54.8,2.5,15.5,29.3,11.7,1.51,6.1,376,35,4,11,Moderate
27.4,74.7,25.9,31.1,29.5,17.3,2.28,5.8,501,32,1,9,Poor
29.3,90.5,23.9,52.4,36.4,26.3,2.02,8.9,498,19,2,2,Poor
22.8,59.5,14.2,18.9,24,5,0.79,15.9,528,20,1,6,Good
36.2,97,72.7,95.2,33.5,10.9,2.25,4.9,432,20,2,0,Poor
23.4,71.4,15.8,18.2,18,2.5,1.15,12.5,496,31,1,4,Good
35.5,111.3,38,50.8,38.4,11.3,2.09,3.2,497,23,1,8,Hazardous
40.5,75.6,0.8,10.8,20.8,11.4,1.69,5.6,645,34,5,7,Moderate
32.4,97.5,25.4,42.8,33.4,10.6,2.02,4.6,792,1,1,6,Poor
38.9,86,18.1,29,39.7,15.2,2.09,4.1,477,21,3,2,Poor
28.6,78.6,56.8,66.2,24.5,12.1,1.12,5.6,340,18,3,1,Moderate
38.8,83.1,25.9,30.6,32.1,17.5,2.58,4.9,638,27,4,9,Poor
29.9,94.3,1.6,13.8,31.5,13.9,2.39,3.4,522,24,7,12,Poor
29.4,75.1,11.9,20.3,26.6,9.1,1.04,20,443,37,2,8,Good
33.7,54.1,5.2,15.5,34.5,6.8,1.5,5.4,367,11,4,5,Moderate
18.2,42.5,0.1,7.1,26.1,3.8,0.97,11.6,312,30,2,10,Good
27.3,68.4,0.7,7.8,25.4,5.1,1.03,10.7,506,35,2,2,Good
26.3,55.2,1.3,6.4,11.2,5.8,1.08,12.2,605,48,2,10,Good
38.6,97.4,63.3,78.4,29.4,18.3,1.6,5.1,554,25,1,3,Poor
33.3,39.9,14.7,20.8,19.7,8.4,1.06,11.2,339,33,1,3,Good
18.8,76.1,14.9,21.5,14.5,3.8,0.86,11.1,342,11,6,4,Good
32.9,69.3,13.3,18.8,32.4,8.6,1.6,5.2,463,6,2,5,Moderate
27.6,44.8,1.8,5.7,18.1,3.1,0.98,10,513,38,1,9,Good
25.3,73,6,12.1,23,8.9,0.97,11.2,571,29,1,0,Good
30,62.2,53.7,66.4,25.5,8.1,1.26,6.2,670,41,6,3,Moderate
40.4,92.4,92,112.9,42.2,26.4,2.32,3.7,633,16,4,6,Hazardous
23.5,64.4,30.3,37.8,26.5,3.9,0.98,10.4,454,35,2,8,Good
33.8,86.8,12.5,20.9,26.7,6.6,1.66,5.2,685,48,1,0,Moderate
38.8,92.5,8.3,29,32.8,8.3,2.19,3.9,698,34,2,2,Hazardous
35.5,73.2,83.2,96.3,32.8,15.4,2.56,9.1,879,32,0,0,Hazardous
27.5,72.4,18.8,32.6,40.4,19.1,1.95,9.7,392,30,0,3,Poor
23.1,80.1,10.4,14.9,23.3,6,1,10.6,332,14,5,4,Good
25,50.9,4.9,11.4,23.4,2.8,1.1,13.7,196,43,0,8,Good
39.5,70.2,5.4,24.3,38,0.1,1.85,4.3,616,23,0,0,Poor
17.8,77.9,8.3,15.5,18.5,6.1,0.94,15.5,546,35,4,8,Good
19,75.8,2.6,9.5,18.5,1.1,0.97,12.7,534,14,1,3,Good
26.4,58.3,2.9,7.5,21.3,3.9,0.89,10.8,244,18,2,4,Good
27.6,49,1.3,9.8,25.1,6.3,1,11.1,208,44,3,9,Good
26.6,60.6,2.5,6.5,26.9,8.2,1.07,10.6,318,26,3,11,Good
24.1,89.4,4.1,16.3,24.5,15.1,1.37,8.5,298,44,2,3,Moderate
30.8,81.7,23.3,36.4,26.5,21.6,1.49,5.8,546,29,5,3,Moderate
37.5,38.8,42.3,57.3,24.6,17.1,1.58,8.8,377,11,3,4,Moderate
20,74.9,8.2,15.3,21.1,6.2,1.04,11.7,242,38,0,3,Good
35.6,70.9,18.5,44,43.3,12.5,1.71,5,484,24,5,0,Poor
36.9,65.3,55.3,60.3,42.4,14.9,1.77,3.9,613,36,2,5,Poor
25.5,88.7,10.6,20,25.4,10.5,1.5,5.8,364,30,3,3,Moderate
42.8,73,1.1,23.7,31.2,25.6,2.46,3.5,495,14,1,6,Hazardous
37.8,65.8,4.5,19.8,17.2,9.4,1.43,6.2,495,31,2,12,Moderate
30.7,62.7,6.5,10,11.7,4.6,0.92,10.6,265,51,0,5,Good
20.6,67.3,7.4,14.1,12.7,2.3,1.09,10.3,484,34,2,2,Good
32.5,81.1,80.1,100.2,28.8,0.5,1.92,10.1,612,29,1,4,Poor
30.9,57.2,2,12.9,29.2,15.2,1.37,6.2,632,40,2,6,Moderate
32.4,76.9,6.5,12.3,25.3,10.5,1.66,5.1,397,32,3,5,Moderate
34.6,73,21.1,47.9,38.7,21.2,2.64,5.6,704,32,2,3,Hazardous
33.2,73.4,5.5,11.1,16.2,2.1,1.01,10.4,405,19,2,0,Good
25.9,71,22.1,21.8,14.4,2.3,0.93,12.5,314,32,1,8,Good
30.3,82.2,64,77,25.2,9.1,1.16,6.1,338,40,2,2,Moderate
25,77.6,0.7,7.6,17.4,8,1.74,5.2,317,21,2,11,Moderate
25.1,74.2,8.1,10.7,20.2,5.8,1.01,13.6,341,44,4,4,Good
44.1,95.4,52.5,85.7,27.2,8.2,2.2,4.1,547,29,1,3,Hazardous
35.6,65.8,21.8,36.3,30.3,9.2,1.6,5.1,691,21,3,4,Moderate
30.1,93.4,7.8,14.4,21.5,11.8,1.5,5.1,585,39,1,6,Moderate
23.7,61.1,16.1,21.7,23.7,7.6,1.08,11.2,567,27,2,2,Good
27.8,67.4,7.3,11.4,13.1,2.3,1.17,13,528,37,2,3,Good
18.9,45.9,2.1,6.2,19.5,1.9,0.92,11.1,495,27,0,8,Good
30.8,53.9,6.9,21.5,26,5.8,1.44,5.4,447,29,1,1,Moderate
35.2,80.7,67.4,103.4,49.6,9.6,2.47,3.5,681,34,3,8,Hazardous
21.6,54.7,5.6,12.6,10.3,2.2,0.99,12,266,32,3,9,Good
24.7,78.9,55.7,66.2,28.5,6.3,1.33,7.2,454,10,2,8,Moderate
26.2,75.1,11.1,16.5,30.9,8.7,1.44,5.8,576,18,1,6,Moderate
21.6,63.3,0.3,5.6,20.2,5.1,1.09,10.5,589,39,1,0,Good
34,50.8,1.3,14.1,20.6,13.4,1.4,5,485,28,0,1,Moderate
23,52.4,2.8,7.1,26.6,3.2,1.08,10.2,324,24,1,0,Good
20.9,59.2,3,9.5,20.5,4.1,0.96,10.7,590,16,2,4,Good
26.9,45.3,13.9,18.6,21.4,6.7,0.76,16.1,369,19,0,6,Good
17.8,59.7,2.2,9.9,16.4,5.1,0.87,10.1,583,9,3,1,Good
44.3,122.3,55.2,65.9,49.3,26.4,2.31,2.9,878,28,2,5,Hazardous
36.7,84.1,44.9,61.9,31.1,13.4,2.24,7.3,440,24,4,8,Poor
23.7,60.1,12.3,21.5,16.9,4,0.99,14,253,20,1,2,Good
28.9,72,48.2,58.4,29.3,9.2,1.56,9.5,422,29,4,2,Moderate
33.9,53.4,18.5,24.7,26,9.8,1.96,6.3,605,33,2,10,Moderate
33.7,83.7,12.7,18.9,36,15,2.56,4.6,679,50,1,2,Poor
29.4,91.6,30.7,43.7,31.1,5.4,1.67,7.6,565,14,5,7,Moderate
37.1,97.7,11.7,27.3,31.4,17.8,1.87,9.6,675,41,5,10,Poor
24.6,60.5,7.7,17.2,27,15.1,1.62,11,599,39,2,1,Moderate
36.3,106.3,62.3,75.6,27.1,19.5,2.08,5,682,22,2,1,Poor
29.8,44.6,4,11,19.5,3.3,1.02,13.1,461,32,3,5,Good
26.8,50.2,18.3,25.5,28.9,0.9,0.96,13.7,303,25,3,6,Good
36.1,77.3,40.8,50.4,23.1,13.1,2.04,5.2,615,31,2,3,Poor
29.4,52.2,13.3,18.6,21.1,3.5,1.02,10.3,413,45,3,13,Good
32.9,47.7,4.4,14.7,32.1,12.8,1.49,6.1,469,36,2,8,Moderate
26.6,68.5,0.1,15.2,20.2,14.2,1.52,5.8,410,35,0,2,Moderate
34.7,86.9,8.1,41.3,34.5,35.7,3.35,2.7,673,25,2,0,Hazardous
21.7,49.2,2.2,4.6,24.4,5.6,1.02,12.6,559,15,4,5,Good
31.1,62.8,0.9,8.4,17.1,6.3,1.16,15.8,321,27,0,7,Good
28.8,83,3.7,15.8,15,8.6,1.82,6.4,471,42,4,13,Moderate
28.7,73.5,14.5,28.5,23.1,9,1.65,6.3,530,14,0,6,Moderate
28.9,82.1,25.1,47.5,34.4,22.3,1.8,5.2,675,19,2,5,Poor
27.5,75,1.5,6.6,17.3,3.9,1.26,18.8,449,31,0,2,Good
25.2,60.1,1.1,2.4,14.7,6.1,1.04,12.2,384,20,1,7,Good
30.6,94.9,10.5,34.9,26.5,12.1,2.44,6,444,22,2,10,Poor
38.6,50.6,13.6,18.5,24.5,8.5,1.66,7.6,489,25,1,0,Moderate
36.2,80.7,35.7,55.6,39.2,13.2,2.13,8.7,829,16,4,6,Poor
28.4,67.9,7.5,13,14.2,5.7,1,12.7,247,20,2,1,Good
36.5,81,9.8,22.2,31.5,6.8,1.63,6.5,322,37,0,0,Moderate
28.3,76.4,23.2,25.7,21.5,10.9,2.08,6.4,501,16,1,12,Moderate
22.7,56.4,1.9,6.7,12.6,3.6,1.05,11,472,14,4,9,Good
44.6,79.9,9.8,25.3,28.7,29.2,1.74,4.1,756,23,6,3,Poor
43.9,89.5,4.5,31,36.7,17.2,1.89,3.3,639,37,1,5,Hazardous
28.2,54,0.3,12.7,28.4,0.8,1.49,8.8,522,28,3,4,Moderate
22.3,70.1,2.6,10.4,26.8,2.9,1.2,10.1,388,25,2,1,Good
24.3,59.4,2.9,9.1,12.2,1.8,1.07,10.1,411,30,0,3,Good
26.8,55.7,0.3,6.2,17.3,5.6,0.94,11.4,425,12,4,9,Good
27.4,62.4,2.8,9.2,23,3.2,1.14,10.2,243,34,3,3,Good
21.9,68.5,20,22.2,11.8,5.3,1.02,11.7,582,33,0,7,Good
22.5,73.5,11.8,16.2,18.7,3.8,1.12,15.4,444,25,0,3,Good
30.8,76.8,3.7,15.9,30.8,12,1.78,7.8,501,40,2,1,Moderate
40.2,107.4,25,52.1,46.6,15.2,2.29,3.6,627,18,3,10,Hazardous
29.5,69.1,30.2,35.4,43.3,15.5,1.62,7,711,41,2,0,Poor
22.3,53.5,2.1,7.7,16.1,3.8,1.1,10,263,31,2,13,Good
29.8,56.5,15.6,32.5,20.4,15.5,1.69,6.9,537,26,1,9,Moderate
28.1,81.5,0.4,11.7,27.2,10,1.7,5.1,530,29,3,6,Moderate
26.2,77.4,38.2,52.3,25.1,14.9,1.63,5.4,435,28,3,4,Poor
22.8,81.2,13,18.9,18.5,6.8,1.04,15,215,42,1,4,Good
29,85.7,28.2,39.8,25.4,4.5,1.62,5.1,699,19,1,6,Moderate
22.9,72.1,12.5,18.3,32.9,7.7,1.74,5.7,706,22,2,6,Moderate
24.5,74,11.4,13.8,19.8,4.5,0.93,13,381,40,3,2,Good
24.7,70.3,3.6,11.7,17.6,5.1,0.91,12.5,494,24,2,6,Good
40,85.6,36.2,74.5,45.7,20.9,2.92,4.9,512,39,2,7,Hazardous
24.2,80.6,21.4,29.9,24.5,9.9,1.82,5.9,334,46,1,4,Moderate
20,51.3,2.1,2.5,14.2,7.1,0.84,10.1,227,25,4,14,Good
25.5,77.8,2.1,6.1,16.9,5.4,0.8,10.3,534,36,1,5,Good
32.3,66.5,29.1,41.9,34.6,9.2,1.83,5.8,426,18,0,0,Poor
22,58.7,1.2,14.2,23.8,3.5,1.05,12.5,390,37,3,1,Good
35.6,95.8,41.4,62.5,27.7,14.8,2.2,5.8,423,31,0,8,Poor
42,91.8,28,37.4,44.9,16.3,1.85,3.4,682,34,2,3,Poor
43.2,84.2,29.3,31,46.2,31.1,2.72,3.5,934,23,3,2,Hazardous
28.6,52.4,15.4,18,19.9,5.8,0.95,12.6,506,13,3,11,Good
27.3,76.4,11.8,20.4,12.9,6.9,1.04,12.7,468,35,3,6,Good
30.8,72.7,27.2,36.7,32.2,15,1.56,9.7,376,9,1,3,Moderate
22.1,53.1,6.9,9.8,15.6,5.4,0.86,11.4,385,26,2,0,Good
32.1,66.6,50.3,60.5,35.2,11.2,1.67,7.5,468,39,2,8,Moderate
37.9,99.5,3.1,18.7,29.2,14,2.3,8.2,448,31,0,6,Poor
30.4,57.2,46.1,56.4,20.2,11.7,1.8,8.8,516,49,0,11,Moderate
40.6,80.7,1.1,14.6,41.7,21.3,1.92,4.5,469,40,2,1,Poor
22.4,50.1,4.6,12.1,21.2,4.6,0.94,10.3,533,23,2,4,Good
26.7,74.2,38.5,62.5,40.2,12.4,2.01,4.2,802,30,3,7,Poor
27.7,56.4,31.4,36.7,13.6,5.6,1.02,12.6,335,29,3,11,Good
22.8,55.8,0.4,6.4,26.4,3.7,0.97,17,226,14,1,7,Good
21.6,43.7,6,8.5,26.7,4.2,1.07,12.2,275,20,2,3,Good
24.8,73.1,6.5,9.8,17.5,10,1.02,12.5,287,24,1,11,Good
35.7,53.1,43.4,52.7,26.4,6.1,1.51,6.9,659,9,1,4,Moderate
31,108.9,2.3,24.7,31.2,11,1.72,3,704,30,0,6,Hazardous
29.8,60.9,8.5,14.6,16.7,2.5,1.06,13.1,217,27,3,9,Good
27,42.7,1.5,8.2,16.2,6.2,0.93,10,328,13,2,12,Good
34.2,92.3,1.7,26.2,37.3,12.5,1.85,3.6,501,34,2,7,Poor
28,48.6,6.1,11.1,19.9,2.8,1,10.8,390,37,0,16,Good
25.7,88.9,16.7,27,28.6,5.1,1.79,11.8,439,32,3,5,Moderate
43.7,86.8,2.1,16.5,38.7,15.3,1.92,8.3,351,26,2,7,Poor
27.8,82.1,12.3,27.8,28,18.6,1.69,13.4,676,35,3,3,Moderate
34.4,85,39.8,43.4,22.9,7.6,2.3,4.3,630,36,2,7,Poor
26.3,71.6,11.6,19.8,16.7,5.3,1.05,10.7,504,33,5,7,Good
28.8,72.7,49.8,74.8,41,15.6,2,5.2,482,21,3,10,Poor
30.4,46.7,21.4,25.4,17.3,7.8,0.91,11.7,365,32,0,7,Good
24.5,64.4,0.6,6.4,10.2,3.8,1.14,13.3,254,41,3,3,Good
32.2,65.2,28.8,37,26.6,10.4,1.72,7,538,24,2,7,Moderate
36.5,81.1,14.2,34.5,37.1,11.8,1.91,4.3,610,50,4,3,Poor
28.6,50.6,43.7,48.8,15.7,7.2,1.14,11.8,531,24,2,8,Good
42.6,111.3,51.4,77.1,23,11.4,2.41,6.3,832,30,4,3,Hazardous
26,57.9,44.7,58.2,31.4,4.3,1.25,7.8,488,23,4,0,Moderate
26.3,74.9,20.1,27.4,25.4,3.8,1.62,5.3,358,32,2,1,Moderate
28.1,66.3,51.2,69.9,23.9,13.7,1.61,5,653,12,2,1,Moderate
43,114.3,42.4,61.6,30.4,11.7,2.51,3.5,567,24,3,3,Hazardous
34.2,89.7,14.5,28.2,22.1,7.2,1.69,3.5,606,19,2,2,Poor
25.5,70.1,5.3,5.6,25.8,7.8,0.96,16.6,502,31,2,5,Good
23.7,57.8,31.7,35,11.7,2.3,1.07,13.2,453,39,3,4,Good
26.6,74.1,3.2,9.8,17.3,4.5,1.1,10,362,36,3,8,Good
31.5,71.2,8.1,16.1,17.1,8.3,1.47,9,615,6,2,7,Moderate
23.6,62,11,14.7,16.9,5.5,1.18,10.9,196,50,2,4,Good
22.3,65.4,4.8,6.2,24.6,5.7,1.11,17.6,395,32,2,10,Good
33.8,64.8,50.5,70.6,27.2,12,1.87,5.9,781,22,4,2,Poor
26.4,45.9,0.5,5.4,15.7,3.7,1.06,13.3,478,31,4,10,Good
38.3,83.2,58.8,79.5,32.7,14,1.55,4.6,709,31,3,6,Poor
30.7,99.1,57.4,74.7,40.7,17.9,2.85,3.1,761,23,2,4,Hazardous
28.2,68,71.6,94.6,35.2,21.2,2.25,6.2,698,31,4,10,Poor
29.4,63.9,9.3,12.2,19.1,6.7,0.95,11,315,23,2,8,Good
46.8,80.7,17.2,36.3,46.6,26.4,2.66,2.5,740,25,2,1,Hazardous
32.4,70.4,75.2,91.5,44.8,25.7,2.06,13.7,771,23,6,7,Hazardous
39.1,88.5,27.6,38,28.2,7.1,1.85,5.6,659,15,1,7,Poor
28.1,53.1,0,4.4,14.1,3.7,1.11,12.8,334,31,0,10,Good
38,75.2,7,32.7,40.7,15.6,2.57,3.2,786,35,1,8,Hazardous
25.9,62.5,2.3,15.8,22.5,9.2,1.31,6.8,430,35,1,8,Moderate
25.3,40.1,0.6,4.5,23.8,6.5,1.09,12.3,444,38,2,4,Good
30.1,77.9,2.7,4.7,11.4,3.4,0.96,11.5,235,33,0,5,Good
23.6,43.1,2.5,8.1,17.1,5.9,1.01,11.8,205,24,5,4,Good
25.4,53.2,9.6,12.3,20.4,1.5,1.14,10.3,493,38,4,0,Good
21.7,57.9,14.7,20.7,13.6,5.3,0.92,10.3,338,16,3,11,Good
35,53.1,33.5,41.7,25,11,1.85,6.3,573,20,2,1,Moderate
33,53.6,34.8,48.4,27.3,14.5,1.67,5.4,566,20,1,7,Moderate
49.8,79.3,40,59,19.9,19,2.41,4.1,829,40,2,4,Hazardous
27,50.8,2.1,5.5,12.4,1.1,1.01,10.2,612,39,3,5,Good
25.7,54.3,39.2,47.7,22.9,5,1.05,12.6,430,34,4,8,Good
33.4,86.7,37.8,46.6,19,14.8,1.36,5.4,415,40,1,2,Moderate
39.6,74.9,1.1,22.8,29,21.5,1.69,4.6,587,21,0,7,Poor
39.2,87.8,31.4,53.8,30.3,31.8,2.69,3.7,565,33,1,7,Hazardous
33,84.1,1.6,23.8,31.4,-3.4,2.1,4.3,493,28,0,2,Poor
23.8,40.2,8.8,12.3,27.9,6.9,1,11.1,317,38,2,9,Good
36.2,84,4.2,16.3,26.7,5.7,1.75,14.6,640,28,2,11,Moderate
35.7,79.1,38,55.5,25.6,17,2.75,2.8,821,26,0,14,Hazardous
25.3,62.8,3.3,12.6,19.7,5.4,0.95,13.1,305,35,0,4,Good
23.4,68.9,14.2,18.2,18.4,6.7,0.93,10.7,265,38,0,6,Good
32.1,62.6,47.9,59.1,30,7.9,1.48,7.1,414,23,0,7,Moderate
22.9,45.9,4.4,9.3,12.6,5.9,1.01,10.1,223,29,2,8,Good
38.1,73.2,37.7,85.4,33,20.4,2.49,5.7,727,19,3,12,Hazardous
23.8,70.2,7,8.2,25.3,8.6,1.07,10.4,267,5,2,7,Good
35.9,81.3,8.7,29.6,48.1,36.2,2.68,6.5,583,32,2,8,Hazardous
29.2,40.9,15.4,20,27.1,2.9,1.04,11.1,438,36,3,1,Good
41.6,81.7,0.9,21.9,59.3,10.5,2.07,2.9,633,32,2,14,Hazardous
37.7,76.3,15.4,15.2,22,13,1.02,6.2,386,10,3,4,Moderate
28.5,45.9,1.5,5.9,23.7,3.2,0.89,12.8,483,26,3,0,Good
19.1,54.7,9.4,15.5,16.9,4.7,0.92,10.3,531,7,3,0,Good
33,101.7,26.9,27.1,39.6,14.3,2.87,10.1,908,43,2,7,Hazardous
23.6,80.8,2.6,8.3,22.9,4.3,0.97,10.5,509,19,0,0,Good
28.8,72.9,11,13.4,25.7,11,1.29,6.5,364,42,4,6,Moderate
37.1,105.9,2.5,17.2,28.3,14.5,1.63,5.5,501,39,1,0,Poor
22.2,79.3,39.8,49.8,22.4,5.6,1.49,5.5,351,20,2,7,Moderate
28.9,52.9,59.1,77.8,41.6,18.4,2.05,8.8,601,18,3,8,Poor
30,59.7,59.3,68.8,22.1,7.4,1.39,5.1,412,33,5,6,Moderate
28.9,87.5,13.4,37.1,34.3,8.9,1.9,8,612,21,1,3,Poor
37.7,66.9,53.6,69.5,40.3,23.4,1.39,4.3,458,31,2,9,Poor
37.6,81,11.8,29.5,39.5,22.3,2.32,3.8,616,25,2,4,Poor
29.7,70.4,6,8.6,17.4,3.2,1.42,8.5,586,12,3,5,Moderate
32.5,64.6,5.5,13.3,29.7,11.6,1.74,5.5,485,7,3,3,Moderate
36.2,56.8,27.1,35.3,30.8,8.1,1.47,5.7,388,32,1,4,Moderate
26.7,65,1.3,8.7,22.5,4.4,1.05,10.5,208,24,4,13,Good
18.5,60,20.8,22.7,24,6.7,0.89,11.8,541,24,2,5,Good
36.6,59.5,12.9,20.4,33.3,9.1,1.41,5.7,588,36,3,0,Moderate
36.9,63.1,25.6,34.4,22.9,10.9,1.31,5.3,646,41,1,2,Moderate
34.5,77.7,6.2,7.1,25.6,8.9,1.71,8.1,500,27,3,4,Moderate
28.9,91.1,12.3,22.6,29.5,6.3,1.21,6.3,351,26,1,2,Moderate
33.6,63.7,4.7,13,24.8,2.7,1.46,6.5,368,35,1,9,Moderate
27.9,104.7,7.3,17.6,28.4,17.3,2.43,5,505,16,1,0,Poor
21.5,51.7,5.2,11.1,22.5,3.9,0.87,11.7,497,32,4,5,Good
30.9,98,78.8,93.2,27.2,10.7,1.73,5.6,472,35,2,10,Poor
23.8,72.4,2.9,9.6,23,3.5,0.95,10.9,384,36,0,3,Good
33.5,77.4,14.6,23.4,29.4,7.5,1.59,6.1,480,10,1,7,Moderate
24.2,69.8,4.9,9.5,18.5,3.3,1.03,16,423,22,4,5,Good
31.3,68.9,31.4,32.5,32.7,6.6,1.65,8,489,21,1,5,Moderate
28.2,86.1,47.1,62.3,36.7,11.3,1.81,7.5,551,30,1,8,Poor
32.5,56.9,2.4,25.1,23.2,13.4,1.61,5.3,451,34,3,0,Moderate
18.4,75.1,10.7,15.3,17.4,5.8,1.03,12.5,553,44,0,10,Good
26.7,71.4,9.4,22.3,31.4,10.3,1.55,7.7,688,25,1,0,Moderate
