Temperature,Humidity,PM2.5,PM10,NO2,SO2,CO,Proximity_to_Industrial_Areas,roads,dump_sites,agricultural_fields,wind_speed,wind_direction,Air Quality
23.708545110868098,76.05118420345217,45.36468738564556,13.630532073936042,22.77121612686318,11.197466119107458,1.7076787534402011,12.125331451185515,23.70538858667388,0.9607256459121203,13.26154801432882,2.5776401582687294,93.82070976478788,Good
37.70678581714316,105.01205979005397,69.11816897269355,9.329307871949428,28.207226726419673,0.0,0.9731709350984976,8.378746890114336,31.732997472432096,1.031505994011939,0.0,1.2946104824320037,283.3396850399589,Good
35.1745270247479,66.80828776842007,18.696402330807945,36.8596396982506,31.297315410404543,9.879523491154451,0.23154452673082515,13.489401153947323,24.930800835237406,0.2745031975219805,4.227701748627913,1.2285272953777835,81.81668242094636,Good
26.387598854253888,64.92574506643048,35.95274468265896,8.345301348362728,30.57118215992796,0.0,2.595549704854541,12.314343813817818,26.816745761097724,2.4969227715720637,1.3293073309886818,1.5918346218647907,301.0071961609019,Good
31.812256628446356,84.37058472923324,23.145439736027395,27.371468616003558,20.436640365189547,15.11749851305284,1.0432841205933656,9.933493670402322,32.56293807988088,3.935950443396168,7.8753841067129144,0.0,73.61304414366067,Good
25.38222377382738,58.47146615072241,56.952763838316784,0.0,41.617243840594334,18.687962216333563,1.6015717752826342,9.69770946464785,30.293742457472142,2.2457324023463565,9.904003743682745,0.9578317594404319,264.07545303827413,Good
24.15943347781736,78.5106512515466,13.91936991869031,41.809234884526155,18.356481452650343,14.257149353038598,1.47458918852926,14.096616352772982,32.122723842535216,2.7228968335656383,4.044824806912249,1.3902753915327737,245.03761721815334,Good
27.63751692497036,63.22045550598352,0.0,28.062360063414566,20.504819584523766,12.9908041710981,1.0684885886810291,7.990872498747086,20.14392741449351,3.6513613105505978,5.787673453568658,1.1512366159002285,263.3431559437542,Good
41.96318014684704,71.35597479190571,0.0,62.3721168515591,13.349287519716462,6.628821374067868,2.1513686305502353,7.221094869049415,23.857590939229908,2.420712660269788,5.731004533017319,0.5787509002153601,305.85796723377405,Good
38.2815419199746,92.06721478481819,42.54831848070029,11.015982665903493,14.386145663338853,0.0,2.0643172811710206,9.138172900763907,25.38245118175522,0.0,1.2735048675088212,0.0,390.89877020955544,Good
34.29711337449625,49.373492366050165,80.16390353931361,10.441171406836201,30.691470933148686,13.469648699700251,1.4488477354564187,7.337362348050252,29.885905491956322,1.620403560923888,6.625703662486012,1.3714655027259297,94.60448096776989,Good
37.428989648316836,56.804951591308,36.93850125040263,20.880524602485877,18.311541450924167,8.395547244318342,1.1392509379427198,10.817765859147507,28.607718346701606,3.9719329267870194,2.1393414532488384,0.0,233.09464314057675,Good
41.609288339056576,77.8174105172965,0.0,2.237899315624084,47.72838756844054,7.573073669365176,0.9458882473903956,12.741708046831928,28.083891243733223,0.0,13.478687898524583,1.6100629731081835,0.0,Good
39.41049030087816,53.46414585908688,0.0,5.815485014761059,46.85115614997597,27.132582835533988,1.2008985195975006,14.605982269915874,6.807353825889127,3.3229343978022925,10.792780769809095,2.354243384330861,185.1931875996348,Good
33.82876442073378,58.70554335130091,24.26280412822805,25.657810444710258,24.88905868008923,19.785981749919696,1.617515180020027,14.56094311089452,32.013600296729315,5.144125259977821,10.280946709404285,1.0683272776461719,199.9164827935532,Good
24.36976420754663,72.60976804521883,0.0,66.42044996272737,23.65043426447803,13.502147478964577,0.254310452544108,7.467493525275906,25.852318739053043,3.3327252916749046,7.647372016534146,1.9602675939927798,240.3116336997116,Good
38.29890323134749,76.71330800184177,0.0,27.673397413929944,26.747789877587415,0.0,0.9449974807884062,15.822237706643431,26.817934028443702,1.8694071531914886,0.0,0.05102296414952989,246.59361118773822,Good
26.894099576526614,52.49638846906396,68.43842064513991,11.013926611151607,13.92221119873177,10.95969602195755,1.055079355999354,5.480534015279967,28.940281950528846,1.1019762078628679,0.0,1.5892072184020782,304.0986879633966,Good
28.334782262711418,79.89941242901149,10.580155928048834,0.0,36.251474555165075,9.833249273976346,1.5825908743329247,8.049365444127943,27.742411396016873,2.2221579272870975,6.297296565252118,2.1581891081979316,239.63356095507697,Good
37.9355225371382,93.95508705063006,0.0,64.95601708332259,33.778828067029906,14.5730552607459,2.040535794181377,7.475927309010228,35.53961617727362,0.5113734576203464,0.41790427118451134,1.5675130033012883,163.13618576685045,Good
30.001012651639087,57.429222634158926,36.97238681375585,18.508761142855917,26.66898491425882,6.7075132071753725,1.0621237608901977,7.685026868960605,41.33660260381499,1.3452339315605109,5.221610393838097,0.9244162338037718,77.59299288045551,Good
38.29005545162471,48.49043916365787,20.425093882873746,7.131042238224278,32.906233677282884,11.71353376116801,2.1457799222222165,11.092138962038355,30.359247228230725,3.080947739460674,8.818071300400232,0.4018991450069369,290.11527154385317,Good
32.020367209991875,77.82809232662677,9.237771491556668,6.8353829821150995,16.63258035542563,0.0,1.112759271374865,17.260680313723277,37.725436413426195,2.473696578169398,9.286256144415308,0.9285122948485454,114.5437851347493,Good
28.06809990748179,58.40622467759444,0.6912112271150868,29.705443309179756,27.797203603853944,21.33111360814234,2.059693388324174,3.058586766969224,26.620027062807132,0.44315340202271325,0.0,1.2088027228010039,260.5916180417841,Good
30.500456271719003,76.9950323182949,11.766718450890046,2.1064394650802107,23.41261162805934,21.67458046578853,1.704711429438042,2.9312622450671633,30.841201329696663,3.83585285436655,8.539967772063644,2.1769778808941327,0.0,Good
30.86677713098346,64.55129381481437,44.04875398088443,6.978104654997637,18.33617707566572,10.608576080912492,0.9967593425286608,9.372858314658112,9.271866135059124,3.696058405516003,0.0,1.8685917200562447,86.0618632788148,Good
20.26913867349516,72.76486380986304,54.14066498544108,61.73302089112501,38.58225802827211,3.708776803037445,1.6119993864844429,2.0001773571552697,30.336344012280545,2.5017018713750514,4.292912793461943,0.0,84.11206941385535,Good
42.85165609332026,76.26779925660806,6.560259126829557,25.795382733678963,31.050547043376056,0.0,0.6824867215281771,5.770186568705399,24.463803541475492,4.577553710003164,5.958847226046517,0.7211853620449235,182.12236584749192,Good
16.398859987581154,55.742261964159056,0.0,2.3026500656937436,39.68679133579565,15.957830595541497,0.8390539804350935,3.8499967440470755,17.024925070339567,1.7533582964918502,6.442704055138937,1.4742495116837597,20.73394973433261,Good
28.820677906328317,69.18508958112282,64.95081561229533,51.25198403987697,12.557173128189147,0.0,1.4395066956874922,6.128274312719432,19.99276995655878,0.9410910566859307,7.860594118863744,0.0,452.1484199124078,Good
25.193592089966813,80.09545214020517,0.15859152796123155,0.0,25.659037645881124,0.5178593111414731,1.5804620409811656,8.342937466875162,22.641097541982102,2.2355420975789935,9.576996588423327,1.0496476228568916,63.811057388376724,Good
32.71111354137357,77.0689758244779,13.496994409380859,67.59600703097583,24.0982436561852,22.635734189591176,1.1425818782462749,11.511258107274251,27.362388976371957,2.4025251743643508,0.0,2.8887809779280618,221.36679744880752,Good
36.860675097160005,48.23653121975313,29.347675974432477,25.243110779076144,16.394906793769167,21.00101758718481,1.580010308618069,8.238129325335166,35.7600093490223,0.8009555678566873,6.297554721931372,1.2111713048407848,193.8183440820729,Good
36.93155978021193,63.34349045205241,4.987420959558218,13.380516315514914,20.478365931321427,19.525255847885816,1.4615265242716846,12.135185754741746,32.2427525265114,0.7732355341022392,0.06322081309141936,0.0,39.35301077587553,Good
36.88055669716915,90.6863330732282,26.617205693900644,55.41673189067404,21.50240955716813,5.568982423053174,1.921051526533754,9.035755021368372,36.84118603026406,2.0926577195822826,4.292055028814053,0.96425694804312,219.88913823144776,Good
31.63421937097165,55.30134456129573,19.163731050266485,0.0,23.59447787045402,3.2060770019482883,0.0,16.43117394202565,21.86866583922731,0.6774544502540212,11.759735635389909,0.1924449347288103,0.0,Good
28.63875897603575,62.226142777442824,1.1892599357841505,5.118419335339382,25.225715938942503,23.83399868564566,0.62055521782876,11.475879755800612,44.79794031147701,1.1267446844991604,7.101417951582751,1.039948266307752,0.0,Good
38.22107077226595,70.62893245572226,5.299499905812599,0.0,32.435476071654335,11.860382021586203,1.8309622214764398,10.44336818074712,21.46194373468309,0.0,5.283957443113089,0.9953820245980757,198.29192676391685,Good
40.23179834139004,69.29846448445242,47.43794156577173,40.42120569072755,13.06989094926419,0.22613537543251105,2.1301057447398564,5.251721521451465,33.21858988965656,0.5596102135075016,8.484272154394464,1.3380815971497078,128.7204195824995,Good
34.50490130514095,74.18657076209972,0.0,30.462521038274563,33.94154269871983,19.568499005579326,1.4298366465628052,14.898484904466976,22.144877438043004,0.0,0.42160675226822253,1.1303520576543225,175.41691745822865,Good
30.865560645777176,59.48303366903452,100.672799344769,71.34497385362917,15.514039556693849,9.811120394957376,1.5270450944460296,10.915101589661344,14.39219021110491,0.0,1.139684470040053,2.352360175316168,74.94130722093627,Good
35.45980611178645,79.40281427064878,17.150461154812387,52.70368472594984,14.668229463697651,6.830522877860064,0.2895794253646802,8.787582801005927,21.66953881877366,5.142150781834485,5.914112908647934,1.7996961841904429,271.98355366407503,Good
29.498223789223236,85.79382960805313,24.53793797898303,43.107530068770686,51.10378880356342,12.184217416822094,1.211904251891663,5.87284661318838,28.72189119318927,2.1867019884902663,5.915855573740052,0.0,0.0,Good
23.50372756037291,71.00118801481983,25.58371970261192,42.533295462981584,30.830925661098142,6.603941643492139,0.9427356662990302,10.319606140370993,31.796238262135645,0.4608491713111802,8.02962036292265,1.9108151191097607,292.57682812945205,Good
36.50887187576038,58.17471461247546,52.96649979675061,25.831681930669923,47.921341494565866,17.845765844674958,1.7346270467851372,14.644481879913505,24.513600787513592,2.8048176109228904,14.049280004974243,1.7947147157419692,196.42717755169332,Good
28.205474953854054,54.725053084829135,13.335415951760295,7.8041741566873775,24.802783044890035,9.744478523388224,2.040089035062277,6.955520009222679,23.615365534116552,3.284690092033098,8.298392437290456,0.9418954899418219,264.1603468985336,Good
28.257842740464657,66.69206868357097,77.34438317413951,26.377472119118696,23.01802033396579,10.77755834605991,0.42684635299551976,7.826375391183023,32.080792956986365,4.844799163121181,6.0400348366076,1.491830014008816,225.81176409044002,Good
45.282139964989334,85.96203501738462,0.0,63.66006222827019,17.539914048173685,5.360836920511365,0.7903405639538172,15.028322232421772,41.344128311996506,3.774369251566899,9.56596662426333,1.695887144531369,125.42752061812348,Good
31.406743687663038,61.8874756000587,0.0,12.668344478315518,51.06492609883739,7.5495098446663444,2.046657133212878,15.950456959718995,37.31072913110291,0.8960087895364761,2.9420619402136095,1.2343115614790447,513.6995131009139,Good
39.59717765118123,78.5758289852953,16.300066080835936,40.485357109965456,29.06521551816073,12.108747869824679,1.0220687289129886,5.198430157311149,32.817334350030656,0.36611327177885067,3.3587401797367678,1.1623107978192282,223.45521484940855,Good
37.52656263428034,50.21176983655633,0.0,65.7643897106462,44.17841122410425,2.2112625043736873,1.0385521480186795,10.408255455823673,30.03235976187725,2.100194451016041,2.7775395413007504,1.7192556711208031,137.86456041663547,Good
28.203891330339005,52.14229411046894,50.86725205386598,20.28084587452941,26.68331098795177,20.230767215918256,0.928448372553034,8.120469917512285,14.054606046025816,1.2729751427461773,10.508937159259357,0.0,209.1217666043289,Good
40.808083228824415,78.76764508383896,3.1182731189170916,0.0,7.533676273663822,23.23576421050509,1.2702858150270109,1.9135576769110836,19.39406551653557,0.48239856941510695,3.844544265601244,3.0660422877671234,312.6910908391276,Good
33.27866937117939,89.04885983795468,87.06653199617821,44.54054513535923,41.787395490939936,5.4646494973931885,1.0289910823254096,4.701226536209653,32.47072206390786,0.0,10.645282688844066,0.7399420527254899,298.12584717006143,Good
20.657500699782055,87.6823365230595,71.40618827263658,32.943301214583656,32.50533663192598,2.3552573377210724,1.5250051100623774,11.952383914482443,26.534980446663376,4.196020827073898,0.0,0.8731277369708028,0.0,Good
32.14751310747064,66.69463127846858,17.28282506777534,50.31903950817694,24.258655563265577,33.273440109050426,1.9416696165629457,8.542837170011143,22.83899606054865,0.7210544230088347,7.328002042426753,0.7134114361661998,322.93028079814417,Good
29.46708162306959,68.82002862124794,27.370593502966877,25.990439098816488,29.958437181459928,27.326956215365136,1.7954735282764303,9.966000209969687,37.37338798459417,1.8648959349093315,2.0935947195123537,0.0,0.0,Good
35.05222583264499,75.91564629064023,18.251085288613726,94.5645145558512,26.793999252296704,0.0,1.9099775917010247,12.635064596758205,36.7079521007733,3.696038512358384,0.0,1.2148073634832495,48.52056539107596,Good
33.53962765375382,94.16542048030306,10.60712994678655,47.90809373251625,18.235631248513563,10.49203995497968,1.2193202943183747,14.951126229046633,18.810855786676253,2.145428612713315,10.811989658575559,0.0,238.59394057486853,Good
30.7680817005285,59.275043942050644,65.61627575717414,76.936928842379,33.82850467016936,8.23945134336833,0.7099602774704388,9.085393450817342,28.020070535708207,1.8870836911479714,3.8379207690183477,0.6663663058048854,177.98445335736037,Good
21.737348228830285,86.49630496536514,0.0,33.19222517662408,23.846787057123205,15.87813456314952,1.8253000356104934,10.268857077402139,17.9251592066507,1.745198456371726,11.682524111972882,0.8624461107391004,331.73064293128976,Good
29.9523715316303,65.16144139186468,29.867517809487204,7.439388559397052,36.286535202838536,3.7452044443708568,1.8024869216864379,12.33711493887086,33.78107895408472,1.2082759195841155,6.388801694774832,0.5457936454300826,141.75740983016152,Good
26.500318791786615,58.006106078122,45.284975586782465,56.97212214774089,37.84536188622054,12.586361144073873,2.302434297117414,5.984724896110752,42.32659592016965,3.3165243842063292,5.843660159512459,1.318422385051288,329.7752583813875,Good
34.473181739069915,74.21483052429014,7.756043051227129,4.927783629654726,28.242815817081727,1.4025298520609972,1.8999997003924425,2.013677559437215,32.60038155586574,1.6249031698053344,4.052698249922637,0.9151900489704449,0.0,Good
27.047827675597375,56.31912947744636,0.0,115.25664487698184,13.028130569911427,13.828777154060548,1.065658089351567,5.133232306726693,16.156122053870057,3.6284162237792117,10.195760580609406,0.6377653597785485,311.06323582000545,Good
23.052280745184294,63.713900271670845,46.96516759680229,2.8299735176473533,19.629348310493764,10.830976320284922,1.5204965477777348,4.532173608396507,51.75115422090692,0.8164307241049207,9.255358474709631,1.6193033033101742,52.23625913394149,Good
33.137073805636156,56.74873175848641,25.849720163987914,52.61160477434177,21.469597542926625,13.952517878205935,1.185569195384292,9.069683210202765,30.603248891083698,1.4968393893565022,0.0,1.768646498245324,473.5679494203961,Good
30.959805658769508,60.354987573935375,30.615156435763836,61.392762671035555,40.14468711152843,17.987400905856564,1.7432446489911806,10.87772519912046,30.724041859608597,0.6564393763899805,4.280146472966321,0.8777525299458264,217.69286018747425,Good
18.153745309314118,78.16991206213635,0.0,41.35510981003622,39.029956706665594,17.851508823673505,1.0109831667425593,10.690655473827682,36.55155360345238,4.4518169467782664,7.061495997679028,1.9665721962438978,107.7302568282894,Good
24.28851791265847,83.76793256050172,53.88134805574738,12.804827533002157,14.827649366974166,11.627466493422968,1.524037868522046,9.280404863478804,38.35600911903879,3.4866294279961405,5.724152749460651,0.3350725331000328,64.24547506506948,Good
26.00659393839876,68.16636173039102,5.522345717170719,23.461057538830914,27.892122403381524,5.445984305368584,1.67597269232934,15.047541998155225,27.890072509577944,1.047655737272657,6.8408861722858045,0.49666504640842213,151.4054618754423,Good
25.45649796386153,53.11524808747149,0.0,12.113906871672807,16.556331672718045,20.948818951030336,1.735705039217674,11.84210983350302,16.04151356369499,1.6004960959275878,7.261307745112346,2.4722973338991094,60.171733281584636,Good
21.36725926059419,73.09185808452773,0.0,76.66010945381603,32.65000983656779,8.328896000341073,1.3457050194991063,7.975942686872601,11.404416595084715,2.07946179381506,3.874927031391154,1.649086447411741,38.3330247796093,Good
34.61217338976229,78.6761369628804,28.935731420924558,64.3294057980962,7.989673910495316,14.213876205835234,1.4756944516473307,8.166085556395668,19.785397287005157,0.0,9.029448170180986,1.7744769459000247,444.65518616059813,Good
43.2256171781345,45.53508525406212,18.021353745641278,36.97484395059126,36.91822222096667,22.142854286273284,0.9381416974060305,6.476495762906581,43.17864255753522,0.0,1.671828274196753,1.4917191989847876,483.1905431115359,Good
18.73862820967353,71.01483674399073,42.63996301258791,70.22395142532226,31.681726946817268,0.0,0.7978889373947924,13.398861983123668,33.92557871938827,0.4143407592874033,7.539027143232914,1.3862947264594387,0.0,Good
15.896984317269869,74.9960835055494,94.06546051110955,37.33012911686266,2.2513747241024724,0.0,1.8418605278926874,11.092944816833594,27.616709899698918,1.3296554029559275,8.661567386515305,2.03013506560581,278.1842781228726,Good
23.60336051188552,84.3223986610789,11.131957230501518,13.729572196331187,20.63172088967351,10.803328061916794,1.8115806709497368,1.122342444882464,22.28174880437612,1.3624617661006782,9.56777568296475,0.4388600570764343,123.7260588188032,Good
35.46725133629477,70.69834372345873,76.62396483273696,26.04117004774675,46.276678785485416,27.271853879262657,1.7502698652198199,9.947664576503325,35.106484483770735,3.1839663068927124,6.157129087317088,2.0816814359182914,249.01297832773406,Good
39.345330126437794,47.04650566904493,30.89885665550131,57.83138864813186,15.542102911217299,14.10648547389382,1.8325033105675308,14.686579182412814,26.171550499560098,2.3206727864821493,3.6176906908415476,1.024728990127931,417.65541683475544,Good
29.82410546880402,58.830451739645994,17.04473052800035,15.983693832254595,22.656957380398545,6.286419339750755,1.227104402416784,4.139690877224456,30.236228746141094,0.6242548754909727,9.960261803753786,0.8865749765908141,235.177539217745,Good
32.783196833545304,40.96661395007955,14.136044152954982,77.00432725959352,19.257782643424584,28.956041331582185,1.7973748595529273,10.304701361110165,31.927969718992863,3.511155649341701,9.810948313427332,1.1233816688206244,108.7548692189386,Good
20.43545124228,82.96750275737082,25.670532981041205,7.123266767125688,21.24361346120844,10.081781478623807,0.964159141968964,8.609911465466563,13.438619396007667,1.26046624167452,1.3528187152905513,1.3000928192860097,26.245555956669648,Good
26.2600091395033,105.8849802125581,53.424839024532645,46.518010901445365,40.327970930224176,14.767147165482271,0.7332347337183883,3.670305682033823,2.6025975079396773,2.3075571599153823,1.7329703530583283,0.6779936782341067,125.40012236082836,Good
25.927098622870787,69.52401612461782,13.563783998551582,19.7016353506341,11.41147704547769,12.583089448873157,2.6883767713346964,9.433902574079632,52.10982477215331,1.2092764974266124,4.750175336412225,1.1223552891408044,148.01695608202678,Good
37.85742051170407,35.34933656371305,7.601210866915608,75.50265562536985,22.0953467059707,18.123714111284773,1.8300403500199007,8.171438924369738,32.695934462560764,1.8977141398592858,0.0,1.5096315209499853,80.7594585408738,Good
20.758438431662267,76.2040945784882,34.53496337899008,56.90285948111874,24.487876572232036,17.5604405264424,1.5117127487271553,9.683463781426475,33.80117831357908,0.122306522235059,7.103985876729095,1.2222471468080798,132.74218531742812,Good
30.78976822856188,110.47777033349068,0.0,26.548734704121667,35.3920292038698,0.5818865142965954,1.7027609705525932,9.528089198643535,13.747619184806133,1.1864663960348034,12.359519476990776,0.0,107.45794693654187,Good
28.909483731943048,70.13805760748045,9.048413242861594,32.381029397909934,26.780562879164812,16.36246578078378,1.9613338095379356,10.024542060908155,31.90143702151594,0.0,6.127475584579105,2.037494918046172,0.0,Good
21.159562318384154,93.71548053871187,0.0,27.334505022388832,21.536434490571914,22.18220705950835,1.6655485507093923,11.29727831387521,30.101604475423073,4.864532117119975,2.9145773096617167,1.4156744556276013,363.04472866260636,Good
40.00267354081381,65.82361107898221,0.0,19.66039742493202,44.86033498350335,4.476534681679353,1.6591549268070465,7.32281281711278,28.829434846481035,3.890544675989368,6.645810941356583,2.786445306087587,320.7286709245386,Good
30.903479320264122,68.57862093708543,34.909462985679696,0.0,16.394423355980972,16.739726923970597,2.0023046882512014,3.646838909339375,38.094360284285855,1.7690706672910845,2.5884655195934685,0.8844767031768939,307.46773483937534,Good
34.11606446132814,74.78271232361583,36.53168945260346,0.0,32.698963202258966,6.944995908973414,2.6039339763320015,7.058941870427379,51.68360442927721,1.7897711226853599,5.340160882314633,0.9008440006816824,0.0,Good
38.943313531277035,71.6095603158466,45.163986498568065,74.18577872618576,25.809601321269824,9.885170566243424,1.5792663599185581,3.791984095521004,11.363180354235926,0.0,10.333446586820727,0.8752953133039834,291.8099189363188,Good
28.281393960250213,45.067193746457015,53.46170789979351,5.8909697775879195,33.03471164849747,18.082726664817667,1.4759348925209268,10.149613515608323,15.397340213900556,6.190296831996597,7.339585794192899,1.7689174472904172,314.3957145885786,Good
29.084318539906345,71.30283820635432,61.06250639093791,20.107298229366435,31.116800716890488,14.406656905188516,1.0990124163129578,10.04000553307146,12.700610519339975,3.3285033315752313,11.561486885758775,1.8694102692518335,399.2457860082561,Good
24.89306333298964,66.50521478499205,27.74482202456486,33.64973704601919,22.69838262087739,3.267447977625695,2.4432314605494954,5.419631849499586,46.01797670093478,2.725551949742243,6.453491594905711,1.576633230215344,403.1865803713243,Good
12.365090719469098,75.7625515398567,28.563488163176626,35.207872075308615,36.69941367817566,5.709600699893367,0.8716264029942007,3.425137758531805,20.52576733970471,2.999809421448978,7.581447286541872,1.8513263682795529,104.31327352037928,Good
27.226318892922123,96.27975256688093,58.79937124218969,50.65139209381293,8.599219038874061,26.42500350036795,1.4499200561490309,9.059772692237264,33.998210596507676,2.254212822486782,5.052127843976162,1.2554424096956611,269.52238884469006,Good
35.730715005795375,89.40239736592724,0.0,15.247446175714856,35.809748090335276,0.0,1.5883757254962603,5.590096283770878,35.02843207649842,0.8146500635912108,4.351047676057432,0.9039811837835959,210.7289528023751,Good
36.467504083601675,86.42558102224002,30.505788696323858,0.0,53.35582646442233,9.946206073254956,1.6496051299388332,9.310758283490877,33.066036742003206,0.8118240791442293,7.333773977493111,2.6085307259191692,0.0,Good
30.237975670455043,52.295588790090335,57.72616735073821,61.259339544282675,25.84495190222577,11.124493727986078,1.0190399027911317,0.0,26.861204458434315,1.7148985231231169,5.855614237193194,0.0,0.0,Good
20.04346945807709,71.38772200463858,43.7117430292859,0.0,24.33884882126458,5.9636788577675315,2.609813573291887,7.04167709759598,25.301737379712375,0.8561162353686469,0.0,1.6601650783057071,133.453453191785,Good
27.407909069571218,72.96095668313052,0.0,78.42629441576786,8.641354662017338,24.962166870758217,1.4919790802561466,7.036269700807097,36.22132759988252,1.5257214686879148,9.176991688916376,1.3868993570776857,281.0167244324783,Good
37.01768729202596,67.30826456081456,56.88279348797667,44.262041519299345,40.697718582737735,7.670858068238459,2.2459428141656073,5.63664211761078,9.591186131531057,0.07356661294542843,4.4545641703692915,1.3502891679432902,176.00820412060784,Good
35.31301188079008,51.042970186435326,83.26727784468511,66.82803088123507,36.64523026704115,20.83868759221717,0.65218566001194,10.96322934410164,36.909918747185074,3.3989901339418,8.859675829470426,1.4971731396187242,234.5600143474458,Good
38.04177627515974,60.191503850288235,36.128968105116996,15.05437870937001,25.596553628063475,0.0,1.02471556311345,6.855250717464343,25.340408491351752,1.5441144071886097,1.2663906298731842,0.8700792328988819,337.17608749011094,Good
28.012110302777288,90.6452888849037,66.18573635143369,14.125711832423793,32.928060073609,0.041739657187948254,0.9245913418186138,8.838465507092653,34.604631001722105,4.320056652818996,5.08606668505017,1.2800787987805458,188.34477050645327,Good
42.08632410409432,91.344314654696,36.74664314932664,51.78833694992671,30.69573992316893,19.302941611500273,1.9707559767851235,7.341090065643331,30.53669110603785,2.2503933226024846,6.26228510169004,0.7285333608069362,224.37582711191374,Good
26.59606909244488,60.795936625587544,19.266519499732627,37.48507813163815,39.59723468986882,16.360956925871406,2.1063742588394225,14.848519967056252,23.727389132905,3.0337311980424246,8.502154400567541,1.344930847837659,308.1494357115927,Good
30.609551974508893,80.70184554900845,0.0,30.194483941287622,34.34032673708817,18.928996034812002,1.0300319384390892,8.138085666922779,18.97625054695835,1.46661423338111,6.875492978397115,1.9741334953228735,309.8020359952215,Good
31.519179777020067,59.754988217133864,18.551251373077612,99.33472218358747,12.929984325197827,0.8911176668204099,1.5957807715885335,10.991691113103965,38.13448374977989,2.4304773187581756,0.01637263635179842,0.9611508377845621,0.0,Good
32.67750291611135,77.29443094655939,19.004496981515818,0.0,18.82009428893722,0.0,1.4720458373090701,19.89854854978594,28.53278306201739,1.4205700914289658,6.505404930583669,0.20984968740024845,5.440836260230526,Good
25.85690864430719,84.09698966741601,34.972180771030764,25.790832031879773,34.7520065280367,24.415820400717788,1.9021551890365171,4.7506526088105625,10.821029381950485,0.0,8.942392510756306,0.5267612344885125,296.9335769666098,Good
26.961153467166284,76.22079434747201,47.73306090502458,8.785825285636111,35.50307733514281,5.311620500289365,1.1167632115180828,11.405286690898423,35.83303017184786,2.6755257996431636,1.573686738655912,0.8283991149553716,277.44162063842447,Good
45.38387436188931,98.77496693211779,7.141729075945118,12.160227363045927,44.72150477426061,15.478795916436823,1.2446566306348341,8.89251793756758,17.125051589948043,3.4582954050954693,10.926089557145806,2.381392576902819,343.26490574524166,Good
27.8651951740302,84.24159361964243,74.11058983755444,55.91251366027714,35.8128692691415,12.175995703560563,1.0054358034130195,15.14770108858321,29.18343716991481,3.750901378526331,14.95522775621146,1.871580635585143,350.6619632039958,Good
23.726461025224598,58.542455324406276,67.31312685645193,15.147482810116163,13.511367302452037,0.0,1.3818199333277554,7.604389538407516,39.47014997060179,0.6092599733686284,10.842403235499152,0.1596755165153394,0.0,Good
30.952035266365677,70.91291104911977,43.5172222407947,0.0,30.729947427516407,0.0,0.3013379712280235,15.048900736182542,39.95415781953362,2.014294252579693,0.0,0.768678491534003,241.2313795467772,Good
26.924538527126877,94.81420637373323,45.238284037398344,4.958723269972939,10.925554527272382,17.6885325917736,1.95941861596679,11.169969940333726,46.30591265767701,2.672189473238757,6.045421221721895,1.7553885788568229,359.6856458111126,Good
34.64509158482639,70.56900028275372,57.010916758791154,32.759048994523035,22.183930865348987,11.61315814847756,1.3258728966509292,8.123469630197743,21.13485350393916,3.444074265929623,6.49387244657844,1.7118559307280128,246.28479761615657,Good
23.951517224885436,91.04112541908631,15.570593845103815,20.28714178947583,29.321700367791657,12.521100343833668,2.9203650388652225,10.592545204872458,24.719774921111558,4.725983565778149,0.0,0.7493526093180243,89.86556276931601,Good
29.99179597079215,75.55744028001098,38.517313129172365,41.51477869520359,33.5431403209981,10.147643784935132,2.204376670212522,2.6012225311516195,4.1693683388741505,3.075812167117631,4.4570682123795065,2.52445519807154,330.7309923632601,Good
33.98171822022123,62.35646794567334,46.85661793053599,19.32508998732514,27.74818237356716,8.001308356796079,1.6416516300544677,7.526235244517968,39.49806170190543,2.6650900131843427,3.791959820707653,0.7772736369056387,0.0,Good
16.88703029279548,84.85388940990377,11.022836101754047,0.0,31.658461782171088,4.813719704154169,1.4622847058494821,3.758201117034978,36.00193987283702,2.1451697882163674,7.56233959980717,0.7932063131035008,210.846620521178,Good
20.22991652637157,106.1183329772281,37.79101988083416,76.70595332572375,24.438019506746688,2.1646287704198137,1.2316977333523766,8.275558957188766,28.38869390125402,4.673946764620209,2.4969124219769934,0.6502689944147235,281.0539375651284,Good
19.346648559448184,69.42877990778507,28.310538953911628,41.95554006254231,30.68734114933109,26.6673171549456,1.0169597957293433,6.102492893267633,35.607873519770095,2.34240744801321,7.007362779532409,0.0042771627526079214,502.2915957231339,Good
33.05814219318285,44.99692523651255,44.61587360366802,0.04407058193208968,36.583841076972895,0.021149495948975527,2.0495386391180253,4.016662801444068,19.859807551155157,2.2159216310569905,3.4090160957956077,0.690902575328602,0.0,Good
27.802224686595835,84.07838330342926,88.6120278516525,52.70703131630104,34.100939319534405,0.0,1.4844292783744737,6.076208347056451,14.52647150721661,0.20576533695773458,8.191080312704361,0.6885509449540135,0.0,Good
25.740023394111734,74.65833680626353,0.0,0.0,17.79113170552024,17.767784911629384,0.3654090175562672,7.46424457840131,28.4029044703072,0.9418252138006422,2.1142009533767503,1.9321167380339377,321.29176836572157,Good
30.72910875939118,61.45912065137852,27.300161679489726,41.165532522687265,26.00533204264174,14.112819267395352,1.3070155862916548,0.0,27.624639741232365,2.996239435848743,5.8093813192562775,1.415761912572414,132.7154534650153,Good
